0.9758025698	tải
0.9757806002	tưởng
0.9757674423	hoá
0.9757366731	biên
0.9757082844	cấm
0.9756812573	sóng
0.9756670540	đáp
0.9756490611	hướng
0.9756490611	sắc
0.9756490611	thần
0.9756490611	phá
0.9756461298	thơ
0.9756182918	tiết
0.9756009865	đùa
0.9755882844	thôn
0.9755817004	mơ
0.9755586246	hè
0.9755390167	bào
0.9755361684	cân
0.9755361684	chuyến
0.9755201462	khổ
0.9754895826	trăm
0.9754893770	nhãn
0.9754893770	đền
0.9754630526	xô
0.9754620418	gái
0.9754611253	núi
0.9754259315	hôn
0.9754023746	dáng
0.9753827667	kháng
0.9753799184	đua
0.9753583407	đợi
0.9753451665	chăn
0.9753331270	mừng
0.9752781848	khuẩn
0.9752771120	cận
0.9752074971	màng
0.9751064596	bì
0.9750138756	bận
0.9749801167	vắng
0.9749503892	rắc
0.9749454117	trao
0.9749212469	dao
0.9748756046	rau
0.9748448354	bếp
0.9748296548	mệt
0.9748126656	bê
0.9747826808	tùy
0.9747826808	hứa
0.9747794996	lướt
0.9747698603	bãi
0.9747366731	cú
0.9747265554	nhánh
0.9747138399	khuyên
0.9747089380	giàu
0.9747082844	trống
0.9747082844	sợ
0.9746868129	buồn
0.9746862029	dịu
0.9746812573	thận
0.9746781687	say
0.9746781687	lính
0.9746775151	truyện
0.9746556002	thư
0.9746511417	nhịp
0.9746490611	phân
0.9746490611	xây
0.9746490611	cố
0.9746390967	trừ
0.9746384703	ẩn
0.9746359032	cánh
0.9746176383	trò
0.9746119260	bom
0.9746104453	giam
0.9746051340	nhiễm
0.9746051340	dấu
0.9745971732	chim
0.9745912063	trị
0.9745651637	ước
0.9745612573	nét
0.9745586246	bờ
0.9745586246	suy
0.9745581520	xếp
0.9745579710	mộ
0.9745575151	trộm
0.9745575151	chán
0.9745561602	miếng
0.9745520344	cảng
0.9745449941	thuế
0.9745449941	nâng
0.9745449941	kiếm
0.9745361684	tán
0.9745361684	khoản
0.9745246415	thưởng
0.9745108039	bền
0.9745069312	bó
0.9744948917	trại
0.9744844750	quà
0.9744773320	cổng
0.9744760286	đoạt
0.9744717764	chuột
0.9744677155	bữa
0.9744596671	hiệu
0.9744452593	nỗi
0.9744288979	sức
0.9744287142	bia
0.9744281687	nêu
0.9744242566	giày
0.9744187010	kem
0.9744171458	mục
0.9744023746	miễn
0.9743986736	huỷ
0.9743919579	dịp
0.9743827667	chuyền
0.9743787085	hưởng
0.9743638214	táo
0.9743517764	bột
0.9743473677	uống
0.9743444076	nắng
0.9743310437	thở
0.9743296166	tội
0.9742908304	tẩy
0.9742901540	chặng
0.9742890093	khám
0.9742879974	mát
0.9742366731	xuyên
0.9742350543	gương
0.9742288695	phấn
0.9742277288	túi
0.9742217764	sữa
0.9742111253	chợ
0.9742100710	mê
0.9741808655	sung
0.9741699325	lừa
0.9741695512	cắm
0.9741580861	săn
0.9741578875	sắt
0.9741476174	dậy
0.9741104453	phê
0.9741055239	xát
0.9741031937	bọn
0.9740485621	ngủ
0.9740485621	tươi
0.9740420097	vững
0.9740238093	lũ
0.9740221887	tầng
0.9739893389	xác
0.9739809224	đèn
0.9739793745	gạo
0.9739587002	xóa
0.9739585696	cử
0.9739552681	tiện
0.9739522038	hài
0.9739285621	ngừng
0.9739015351	gấp
0.9738977929	giận
0.9738756046	bánh
0.9738669331	ngón
0.9738649628	xích
0.9738485776	cướp
0.9738415511	tá
0.9738412063	triệu
0.9738157277	chia
0.9738150741	cửa
0.9737992157	vay
0.9737972117	hôi
0.9737826808	dược
0.9737826808	hàm
0.9737806002	hồi
0.9737450524	hành
0.9737444145	cơm
0.9737264818	cờ
0.9737248187	đồ
0.9737173002	hồn
0.9737138399	cháy
0.9737116608	đảo
0.9737096671	biến
0.9737096671	vòng
0.9737069157	mù
0.9736945701	sâu
0.9736819109	viêm
0.9736819109	khung
0.9736819109	hạt
0.9736819109	khối
0.9736819109	giọng
0.9736819109	đón
0.9736819109	siêu
0.9736675431	thua
0.9736656068	ham
0.9736539900	soạn
0.9736511417	chảy
0.9736490611	đoạn
0.9736426952	mạch
0.9736424826	chỉnh
0.9736256046	loài
0.9736188625	bế
0.9736126666	còi
0.9736119260	nổ
0.9736119260	đám
0.9736119260	xứ
0.9735995284	trời
0.9735912063	chủ
0.9735882844	sốt
0.9735784906	múa
0.9735586246	trùng
0.9735465851	tầm
0.9735453437	ích
0.9735449941	giấy
0.9735449941	đau
0.9735390167	đoán
0.9735361684	huyết
0.9735328054	mấy
0.9735253862	tung
0.9735152443	gắn
0.9735140343	nghề
0.9735133807	mẫu
0.9734977130	phí
0.9734962833	hộ
0.9734928111	tối
0.9734912724	duyệt
0.9734844750	vết
0.9734773320	thợ
0.9734662063	hôm
0.9734638399	đọc
0.9734634432	vẻ
0.9734589380	liều
0.9734589380	mực
0.9734410072	khói
0.9734342698	vẽ
0.9734320344	mưa
0.9734062493	tật
0.9734033398	nghi
0.9734012651	cước
0.9734012484	chiều
0.9733949199	quý
0.9733919579	bù
0.9733919579	khuôn
0.9733765136	giảng
0.9733756046	cắt
0.9733667924	tích
0.9733624665	quê
0.9733618129	cưới
0.9733617360	quyển
0.9733589943	lệnh
0.9733549606	buông
0.9733517764	tắm
0.9733424626	hầu
0.9733422209	thói
0.9733412063	liệu
0.9733402645	tàn
0.9733296166	cạnh
0.9733296166	ngoại
0.9733234130	lật
0.9733209232	thuyền
0.9733209232	lò
0.9733114655	dưỡng
0.9733114655	tắc
0.9733081520	câu
0.9732918576	phái
0.9732911704	hầm
0.9732883201	kẻ
0.9732771120	loạn
0.9732765900	chai
0.9732670724	gối
0.9732616673	phiên
0.9732580549	diện
0.9732548845	béo
0.9732522683	tốn
0.9732357079	lối
0.9732329405	thiệt
0.9732329405	trải
0.9732299520	giáo
0.9732221732	hẳn
0.9732158824	ngang
0.9732029284	suốt
0.9731916608	bấm
0.9731869051	viền
0.9731840145	trích
0.9731800593	tôm
0.9731768504	tựa
0.9731727600	tour
0.9731646325	mày
0.9731557650	lành
0.9731556018	bóp
0.9731515991	nạn
0.9731438093	canh
0.9731362584	lão
0.9731019592	cỏ
0.9731011130	đàn
0.9730844153	trạm
0.9730690189	ván
0.9730678313	lộ
0.9730387065	quần
0.9730023691	trực
0.9729856653	đập
0.9729829730	bật
0.9729793745	ghế
0.9729678679	thú
0.9729573337	sắm
0.9729512738	kho
0.9729493475	đỉnh
0.9729486052	ấp
0.9729397929	đống
0.9729344464	mùa
0.9729175431	dòng
0.9729023320	mũi
0.9728791747	trình
0.9728763338	ký
0.9728679405	gan
0.9728485776	chiếu
0.9728485776	đổ
0.9728485776	băng
0.9728448354	mỏ
0.9728405531	tướng
0.9728405006	máu
0.9728157277	chuẩn
0.9727855022	cụ
0.9727849862	mong
0.9727806002	phủ
0.9727806002	lịch
0.9727639712	ghé
0.9727473217	râu
0.9727445225	niềm
0.9727331004	xông
0.9727315881	bạc
0.9727300795	luồng
0.9727257329	kiêng
0.9727013523	chó
0.9726916177	chữ
0.9726562493	lược
0.9726530392	tím
0.9726517492	bão
0.9726490611	tuần
0.9726463413	mổ
0.9726236708	tương
0.9726156625	gói
0.9726148970	trai
0.9726129834	làn
0.9726080896	rắn
0.9726045995	dâu
0.9726044804	bổ
0.9725975278	vành
0.9725876125	xê
0.9725804712	bồi
0.9725678232	duyên
0.9725581520	đứng
0.9725580221	dãy
0.9725534171	tiêu
0.9725512072	sai
0.9725356625	rác
0.9725256609	món
0.9725140343	dầu
0.9725109179	tô
0.9725002228	dạng
0.9725002228	thử
0.9724928111	lao
0.9724928111	tinh
0.9724831254	lưới
0.9724784995	ngàn
0.9724717764	gió
0.9724700838	hệ
0.9724596671	tập
0.9724596671	bàn
0.9724556760	buôn
0.9724515959	cai
0.9724506249	tháo
0.9724479498	cúm
0.9724445701	gà
0.9724367157	rời
0.9724301292	tả
0.9724288979	tỷ
0.9724281687	khoá
0.9724069029	tuyệt
0.9724029884	website
0.9723970009	lai
0.9723948402	liệt
0.9723946207	thất
0.9723887441	bầu
0.9723839582	lát
0.9723833907	mái
0.9723824156	chữa
0.9723747241	vướng
0.9723726085	rút
0.9723698113	lỗ
0.9723624665	giết
0.9723624665	dây
0.9723624665	sửa
0.9723583275	dốc
0.9723529814	tường
0.9723468785	lục
0.9723441703	lửa
0.9723439382	xinh
0.9723402645	chủng
0.9723232508	nối
0.9723185687	chẳng
0.9723150244	lỡ
0.9723134501	bến
0.9723134501	chào
0.9723087142	mail
0.9723081520	đôi
0.9723034171	chứng
0.9723010488	dàn
0.9722918576	loạt
0.9722839380	tắt
0.9722663077	kính
0.9722578209	tai
0.9722548845	thẻ
0.9722406653	đắp
0.9722288873	khéo
0.9722240813	sơ
0.9722224300	nấu
0.9722217764	rượu
0.9722201950	ngoan
0.9722161001	tiếc
0.9722149564	tôn
0.9722031773	dán
0.9722026680	khắc
0.9721814127	bè
0.9721657333	sốc
0.9721594992	mỏi
0.9721536798	lái
0.9721510753	đồn
0.9721402281	thắt
0.9721384703	khoái
0.9721329744	thép
0.9721328292	mạn
0.9721115984	cát
0.9721017764	rừng
0.9720870103	nguyện
0.9720844153	đậu
0.9720844153	vỏ
0.9720834156	bồn
0.9720793365	dư
0.9720793365	nhấn
0.9720694757	màn
0.9720650964	lo
0.9720639684	đun
0.9720534171	trận
0.9720437581	luật
0.9720387065	mô
0.9720251627	điệu
0.9720221887	rửa
0.9720220215	kê
0.9720216335	thoại
0.9720208201	trục
0.9720089495	kênh
0.9720005169	thăm
0.9720004748	tiệc
0.9719988214	âm
0.9719950524	tuyển
0.9719944343	cất
0.9719935062	thơm
0.9719801167	cựu
0.9719691596	thảm
0.9719658824	đĩa
0.9719658824	dọc
0.9719532612	rối
0.9719358424	cứu
0.9719346042	dai
0.9719325959	hẹn
0.9719308516	ác
0.9719284998	thâm
0.9719212907	nạp
0.9719114734	lột
0.9719091077	dải
0.9719035717	chuông
0.9718993440	vỗ
0.9718944960	đứa
0.9718894935	dần
0.9718894935	đem
0.9718865414	đạm
0.9718824156	lỗi
0.9718743969	hít
0.9718722163	xoay
0.9718668928	hao
0.9718529006	lượt
0.9718500795	sưng
0.9718485776	cặp
0.9718448227	nuôi
0.9718433445	dệt
0.9718343742	khúc
0.9718343742	thác
0.9718330116	che
0.9718303574	sướng
0.9718222669	tử
0.9718176098	trứng
0.9718079933	hiếm
0.9717990905	trầm
0.9717783398	phù
0.9717678908	ấn
0.9717585881	rải
0.9717474087	ngã
0.9717258307	cám
0.9717231765	vé
0.9717226517	cốt
0.9717181999	tiểu
0.9717034987	giáp
0.9717028351	phóng
0.9717020161	web
0.9717011330	danh
0.9717009463	bồ
0.9716941686	nhắm
0.9716930609	trúng
0.9716896911	môi
0.9716884501	tờ
0.9716863508	bẫy
0.9716811456	móng
0.9716807010	lớp
0.9716765332	lễ
0.9716764311	đuổi
0.9716759354	mãi
0.9716675431	biển
0.9716653281	giành
0.9716623292	thả
0.9716587890	hạ
0.9716484075	đời
0.9716373456	ngưng
0.9716373175	bé
0.9716256046	tiêm
0.9716214010	hấp
0.9716183087	nhiệt
0.9716155506	kịch
0.9716080896	mỡ
0.9716080896	ôm
0.9716014185	đợt
0.9716009212	chuỗi
0.9715993674	oan
0.9715984485	ngại
0.9715912063	giới
0.9715807420	lãi
0.9715803226	vây
0.9715748916	hứng
0.9715723208	thước
0.9715634403	lạ
0.9715597834	lực
0.9715590663	lơ
0.9715524355	tái
0.9715508796	lạc
0.9715501617	xét
0.9715335289	cột
0.9715290246	nhiêu
0.9715266917	lấp
0.9715257098	tan
0.9715231982	đạp
0.9715210308	quân
0.9715114241	son
0.9715110917	chốt
0.9715022135	đệm
0.9715007420	nắm
0.9714992968	lở
0.9714758684	cán
0.9714654445	file
0.9714643680	tiễn
0.9714625080	tượng
0.9714625080	báo
0.9714596671	chuyên
0.9714595247	thầy
0.9714582844	tóc
0.9714485967	tông
0.9714452593	dừng
0.9714378056	khép
0.9714295559	tim
0.9714287142	ớt
0.9714178574	hái
0.9714117191	thời
0.9714049026	lọt
0.9713942204	lắp
0.9713890967	trông
0.9713658243	lứa
0.9713624665	chấm
0.9713533824	thịt
0.9713398384	đo
0.9713298961	củ
0.9713289630	độc
0.9713234130	dọn
0.9713212002	chừng
0.9713187908	nhắc
0.9713164587	phiếu
0.9713149666	lọ
0.9713080438	lưu
0.9713052521	fan
0.9713034171	đề
0.9713034171	sân
0.9713010488	khát
0.9713003880	bát
0.9712978350	tuyến
0.9712763942	sàn
0.9712627177	kiến
0.9712495598	nghệ
0.9712428580	trộn
0.9712356856	mắm
0.9712162063	thương
0.9712138602	lót
0.9711950914	phục
0.9711896911	hoà
0.9711857205	dứt
0.9711844154	bút
0.9711618240	vú
0.9711515991	mặc
0.9711428476	phạt
0.9711407296	tĩnh
0.9711394935	chụp
0.9711373942	than
0.9711245598	kế
0.9711011130	cầm
0.9710784455	lô
0.9710629751	quy
0.9710569769	sọc
0.9710536461	trùm
0.9710475322	thừa
0.9710474503	lồng
0.9710472044	trưa
0.9710471823	phế
0.9710446697	thèm
0.9710281612	cà
0.9710277689	may
0.9710148970	xung
0.9710078729	quyền
0.9710060729	muối
0.9710005885	gay
0.9709988301	nửa
0.9709914111	áo
0.9709899792	rock
0.9709892698	đốt
0.9709887075	gọi
0.9709884927	camera
0.9709849615	tang
0.9709774864	mì
0.9709731848	rào
0.9709613974	sông
0.9709357658	vách
0.9709353545	giọt
0.9709131825	mầm
0.9709018088	vua
0.9708995891	lầm
0.9708824156	quán
0.9708686499	lợi
0.9708675656	bang
0.9708572444	sứ
0.9708543121	nằm
0.9708536585	bay
0.9708226973	xương
0.9708156434	chì
0.9708072115	cải
0.9708005950	karaoke
0.9707870038	đô
0.9707710592	hủy
0.9707708314	chờ
0.9707689920	lúa
0.9707556350	ốc
0.9707435685	qui
0.9707370361	cộng
0.9707370361	lãnh
0.9707293642	tài
0.9707145691	tranh
0.9707042703	miền
0.9706983075	giai
0.9706973022	bỏng
0.9706944357	nhạt
0.9706932928	giáng
0.9706845514	xưa
0.9706763806	biểu
0.9706674087	bậc
0.9706612850	cọ
0.9706605698	rạp
0.9706594992	đãi
0.9706581352	nếp
0.9706332748	sập
0.9706092354	khẩu
0.9706039017	hiến
0.9705993755	gạt
0.9705940480	hút
0.9705912063	hóa
0.9705912063	tình
0.9705832047	chút
0.9705823292	bụng
0.9705808048	điêu
0.9705765259	lương
0.9705757887	bụi
0.9705697066	gầm
0.9705452224	thang
0.9705335289	rơi
0.9705313855	cụm
0.9705304475	can
0.9705287908	mụn
0.9705287908	non
0.9705277347	đính
0.9705175028	nấm
0.9705146950	tước
0.9705140343	chồng
0.9705079919	lông
0.9705075394	ngăn
0.9705071438	quỹ
0.9705042364	má
0.9704857696	đành
0.9704722046	vang
0.9704668090	đà
0.9704643747	dội
0.9704433289	ví
0.9704086990	đáy
0.9704065528	xoá
0.9703942267	tráng
0.9703911831	vòi
0.9703902227	nhập
0.9703777883	ml
0.9703765554	virus
0.9703669064	hãm
0.9703616205	tháp
0.9703596927	góc
0.9703565315	dắt
0.9703537216	tạng
0.9703513746	xà
0.9703325104	sườn
0.9703296166	hạng
0.9703282367	trữ
0.9703222495	show
0.9703192900	lau
0.9703145166	đụng
0.9703135081	khắp
0.9703135081	quên
0.9703128545	xăng
0.9703111295	thày
0.9703101244	cương
0.9703000269	phận
0.9702827389	trốn
0.9702781466	đai
0.9702720887	gom
0.9702713840	lựa
0.9702696854	ổ
0.9702669908	lôi
