0.9752159544	vai trò
0.9733034471	hoàn toàn
0.9733016650	tiến sĩ
0.9725842341	chẳng hạn
0.9723556641	khai quật
0.9722429108	ảnh hưởng
0.9719671836	thay đổi
0.9712404785	môi trường
0.9711552871	xung quanh
0.9708099563	đơn giản
0.9707486333	đánh giá
0.9707212444	kiểm soát
0.9706545552	cấu trúc
0.9705146753	vấn đề
0.9702234887	mục tiêu
0.9695218994	giám đốc
0.9688256360	dự án
0.9682755104	kỹ thuật
0.9680400248	đặc biệt
0.9679751918	châu âu
0.9679599097	khả năng
0.9678428782	giáo sư
0.9677776073	thí nghiệm
0.9675796816	khẳng định
0.9669066726	cố gắng
0.9668814899	chuyên gia
0.9668054681	bí ẩn
0.9667345103	đầu tiên
0.9665113466	phản ứng
0.9658483492	giai đoạn
0.9657122673	hy vọng
0.9655614446	sản phẩm
0.9653853526	tỷ lệ
0.9652363736	thời gian
0.9647386372	thằn lằn
0.9646525409	tham gia
0.9644647748	khảo cổ
0.9643394695	sẵn sàng
0.9643272616	tổ chức
0.9641940723	trái đất
0.9640834194	vũ trụ
0.9640680233	giả thuyết
0.9640480523	phức tạp
0.9636961616	hệ thống
0.9634041266	phân tích
0.9633222963	thử nghiệm
0.9631515844	quyến rũ
0.9627733459	xây dựng
0.9627374259	thiết kế
0.9627109168	lãng mạn
0.9626361704	quỹ đạo
0.9625831442	xã hội
0.9625200140	sử dụng
0.9624685557	phụ nữ
0.9624430712	bắt đầu
0.9622861619	sản xuất
0.9616804913	khu vực
0.9616749280	tập trung
0.9615050680	hạnh phúc
0.9614850325	tiếp tục
0.9614783392	bảo vệ
0.9610036078	phát triển
0.9606673376	tình dục
0.9606628141	ô nhiễm
0.9606553290	quan trọng
0.9605347402	gia đình
0.9601537841	mặt trời
0.9588182181	tuyệt chủng
0.9588037994	kích cỡ
0.9581115823	khổng lồ
0.9580446684	lịch sử
0.9579699580	xác định
0.9578517007	hoang dã
0.9574782179	chứng tỏ
0.9574040285	quyết định
0.9562620553	phương pháp
0.9554199598	ứng dụng
0.9553119574	hạt nhân
0.9545243409	an toàn
0.9540859122	hoạt động
0.9538617584	bề mặt
0.9538168252	liên quan
0.9535802324	tình trạng
0.9532220904	hấp dẫn
0.9526166359	yêu cầu
0.9525901689	tác giả
0.9519252300	ngôn ngữ
0.9516625283	xuất hiện
0.9512280988	vị trí
0.9512001792	tín hiệu
0.9511991038	thức ăn
0.9508071421	bảo tàng
0.9500962707	hầu hết
0.9500657475	kiểm tra
0.9500458040	nguy hiểm
0.9500183979	giải thích
0.9498705183	tế bào
0.9495960558	lĩnh vực
0.9487778408	thiên văn
0.9480624572	chương trình
0.9478143308	cảm giác
0.9477702987	tất cả
0.9474509367	trở nên
0.9473687142	tương lai
0.9473018940	khám phá
0.9468961072	hình ảnh
0.9465903135	thành phố
0.9462390415	quan sát
0.9459762169	rõ ràng
0.9459193222	bao gồm
0.9457078217	xử lý
0.9456085704	công ty
0.9451424632	kéo dài
0.9449085092	tuyên bố
0.9447353167	trở thành
0.9446537316	hành tinh
0.9445884500	hành vi
0.9445025431	ánh sáng
0.9441126932	cảnh báo
0.9440095994	tình yêu
0.9438834981	yếu tố
0.9438342052	cung cấp
0.9438086064	vi khuẩn
0.9436512244	nghiên cứu
0.9432069732	quốc gia
0.9429535720	hà nội
0.9425953601	tai nạn
0.9421387687	mặc dù
0.9418547619	đàn ông
0.9417877891	khủng long
0.9416608571	trung bình
0.9413077933	nhiệt độ
0.9411638944	thực tế
0.9409446108	nhiệm vụ
0.9408964610	phổ biến
0.9408947345	máy bay
0.9408789053	khí hậu
0.9408213075	khoa học
0.9398695340	mô hình
0.9396732848	lựa chọn
0.9395701626	khuôn mặt
0.9395666260	di chuyển
0.9392606255	dễ dàng
0.9389827529	công nghệ
0.9386457910	trung tâm
0.9386106455	tốc độ
0.9382126177	quan hệ
0.9381612707	cảm xúc
0.9372499046	nổi tiếng
0.9371498044	bao giờ
0.9367074306	điện thoại
0.9365513075	quốc tế
0.9364246069	truyền thống
0.9358427916	bảo tồn
0.9354347369	tiết kiệm
0.9350523556	tiết lộ
0.9347389161	biến đổi
0.9346818030	việt nam
0.9346134867	kế hoạch
0.9336657714	mặt trăng
0.9335745736	hiện tượng
0.9329788840	dấu hiệu
0.9325691309	khí quyển
0.9322988108	chứng minh
0.9321081731	xu hướng
0.9319755805	phù hợp
0.9315146072	thập kỷ
0.9307569231	nhanh chóng
0.9300882455	kết quả
0.9296696881	thời kỳ
0.9295252189	phục vụ
0.9292114878	hôn nhân
0.9292110679	áp dụng
0.9288177800	trường hợp
0.9282135877	quản lý
0.9280944542	thông tin
0.9278964047	hài hước
0.9277875283	kết luận
0.9275721731	câu chuyện
0.9269837429	đồng thời
0.9267592078	tương tự
0.9265269553	nguy cơ
0.9256762986	phát hiện
0.9252641653	tình cảm
0.9248879118	công trình
0.9248386698	hoàn hảo
0.9244008326	thậm chí
0.9241666465	hiệu quả
0.9240417310	bất cứ
0.9237553903	tâm lý
0.9222919049	nhu cầu
0.9221909528	vật liệu
0.9210706119	thông minh
0.9207013391	phóng xạ
0.9205075507	thực hiện
0.9203157033	vợ chồng
0.9195484278	cá heo
0.9194659163	đại học
0.9193406028	bình thường
0.9175869758	chủ yếu
0.9165824857	giải pháp
0.9156214832	suy nghĩ
0.9138979328	diện tích
0.9137107935	trưởng thành
0.9110538564	khó khăn
0.9095689788	động vật
0.9083277549	trực tiếp
0.9074909924	sinh vật
0.9071850008	âm thanh
0.9047321788	khảo sát
0.9038835806	thần kinh
0.9038338713	tuy nhiên
0.9034025745	tác động
0.9028292675	vật lý
0.8964613093	nguyên nhân
0.8961208375	trẻ em
